1,4294967295,4294967295,1,1
1,4294967295,1,1,2
1,1,0,0,3
1,0,4294967295,0,4
1,4294967295,1,4294967295,5
0,4294967295,4294967295,1,6
4294967295,1,1,4294967295,7
4294967295,4294967295,4294967295,4294967295,8
1,4294967295,1,4294967295,9
4294967295,0,0,1,10
1,0,0,4294967295,11
0,4294967295,1,0,12
0,0,1,0,13
1,0,0,1,14
4294967295,0,0,0,15
1,1,4294967295,1,16
4294967295,0,1,0,17
1,1,1,0,18
4294967295,4294967295,0,1,19
4294967295,1,4294967295,1,20
4294967295,1,1,0,21
4294967295,1,4294967295,1,22
1,0,4294967295,4294967295,23
1,0,1,4294967295,24
0,1,0,0,25
0,1,4294967295,4294967295,26
4294967295,1,1,1,27
4294967295,1,1,4294967295,28
1,0,1,0,29
4294967295,0,1,0,30
4294967295,0,0,1,31
1,0,0,0,32
4294967295,1,0,0,33
1,0,0,0,34
0,1,1,1,35
1,1,0,4294967295,36
4294967295,1,4294967295,1,37
0,4294967295,0,4294967295,38
4294967295,0,4294967295,0,39
0,1,4294967295,0,40
1,4294967295,1,1,41
1,1,0,1,42
0,4294967295,0,1,43
1,1,0,0,44
0,4294967295,0,0,45
1,1,0,4294967295,46
0,0,0,0,47
4294967295,4294967295,4294967295,4294967295,48
1,0,0,1,49
1,1,1,4294967295,50
4294967295,0,4294967295,0,51
4294967295,0,1,1,52
1,0,1,1,53
0,0,4294967295,4294967295,54
1,1,1,4294967295,55
0,1,0,1,56
4294967295,1,4294967295,0,57
1,4294967295,1,0,58
0,0,0,4294967295,59
1,1,4294967295,0,60
4294967295,4294967295,0,1,61
0,4294967295,0,4294967295,62
1,4294967295,4294967295,0,63
1,4294967295,4294967295,1,64
1,0,4294967295,1,65
4294967295,0,0,4294967295,66
4294967295,0,4294967295,1,67
1,1,0,0,68
0,0,4294967295,1,69
4294967295,0,4294967295,1,70
1,0,0,1,71
4294967295,1,1,0,72
0,0,1,0,73
1,0,0,4294967295,74
4294967295,1,0,4294967295,75
0,1,1,1,76
4294967295,1,4294967295,1,77
1,4294967295,0,1,78
4294967295,1,4294967295,1,79
4294967295,1,4294967295,0,80
1,4294967295,0,1,81
0,0,0,0,82
0,1,1,4294967295,83
1,1,4294967295,0,84
0,0,1,4294967295,85
1,0,1,4294967295,86
1,4294967295,4294967295,0,87
0,1,4294967295,1,88
4294967295,1,1,1,89
0,4294967295,4294967295,1,90
0,4294967295,0,0,91
0,0,4294967295,4294967295,92
0,1,4294967295,4294967295,93
1,4294967295,0,4294967295,94
1,0,4294967295,1,95
1,0,1,1,96
4294967295,1,0,4294967295,97
1,0,4294967295,0,98
